Date,HH:MM,Datasource,DryBulb {C},DewPoint {C},RelHum {%},Atmos Pressure {Pa},ExtHorzRad {Wh/m2},ExtDirRad {Wh/m2},HorzIRSky {Wh/m2},GloHorzRad {Wh/m2},DirNormRad {Wh/m2},DifHorzRad {Wh/m2},GloHorzIllum {lux},DirNormIllum {lux},DifHorzIllum {lux},ZenLum {Cd/m2},WindDir {deg},WindSpd {m/s},TotSkyCvr {.1},OpaqSkyCvr {.1},Visibility {km},Ceiling Hgt {m},PresWeathObs,PresWeathCodes,Precip Wtr {mm},Aerosol Opt Depth {.001},SnowDepth {cm},Days Last Snow,Albedo {.01},Rain {mm},Rain Quantity {hr},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,HH:MM,Datasource,Dry Bulb Temperature {C},Dew Point Temperature {C},Relative Humidity {%},Atmospheric Pressure {Pa},Extraterrestrial Horizontal Radiation {Wh/m2},Extraterrestrial Direct Normal Radiation {Wh/m2},Horizontal Infrared Radiation Intensity from Sky {Wh/m2},Global Horizontal Radiation {Wh/m2},Direct Normal Radiation {Wh/m2},Diffuse Horizontal Radiation {Wh/m2},Global Horizontal Illuminance {lux},Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Zenith Luminance {Cd/m2},Wind Direction {deg},Wind Speed {m/s},Total Sky Cover {.1},Opaque Sky Cover {.1},Visibility {km},Ceiling Height {m},Present Weather Observation,Present Weather Codes,Precipitable Water {mm},Aerosol Optical Depth {.001},Snow Depth {cm},Days Since Last Snow,Albedo {.01},Liquid Precipitation Depth {mm},Liquid Precipitation Quantity {hr},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,8.8,0.6,56,101006,458,1415,302,241,354,126,26834,21658,14092,4526,140,1,6,6,9333,77777,0,'919999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,15:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,8.6,-0.2,54,101008,334,1415,293,174,361,89,19311,15612,9893,3046,17,1,3,3,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,16:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,8.4,-1.1,51,101010,160,1415,291,58,138,43,6394,0,4689,1351,232,1,3,3,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,8.2,-1.9,48,101011,0,1071,297,0,0,0,0,0,0,0,270,1,6,6,9333,77777,0,'919999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,18:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,5.7,-1.7,58,101056,0,0,282,0,0,0,0,0,0,0,280,0.7,4,4,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,19:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,3.3,-1.4,70,101101,0,0,277,0,0,0,0,0,0,0,157,0.3,6,6,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9*9?9*9?9*9*9*9*9,0.8,-1.2,85,101146,0,0,267,0,0,0,0,0,0,0,134,0,6,6,9333,77777,0,'919999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,21:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,0,-1.5,88,101174,0,0,277,0,0,0,0,0,0,0,69,0.3,9,9,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,22:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-0.7,-1.9,91,101201,0,0,274,0,0,0,0,0,0,0,227,0.7,9,9,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,-1.5,-2.2,94,101228,0,0,258,0,0,0,0,0,0,0,160,1,6,6,9333,77777,0,'919999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,24:00:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-1.1,-2,93,101093,0,0,280,0,0,0,0,0,0,0,81,1,10,10,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,1:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-0.8,-1.7,92,100959,0,0,274,0,0,0,0,0,0,0,50,1,9,9,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,-2,-2.5,96,101312,0,0,256,0,0,0,0,0,0,0,160,1,6,6,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,3:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-2,-2.5,96,101312,0,0,276,0,0,0,0,0,0,0,159,1,10,10,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,4:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-2,-2.5,96,101312,0,0,276,0,0,0,0,0,0,0,319,1,10,10,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,-2,-2.5,96,101312,0,0,256,0,0,0,0,0,0,0,250,1,6,6,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,6:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-2,-2.5,96,101280,0,0,276,0,0,0,0,0,0,0,245,1,10,10,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,7:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-1.9,-2.5,95,101248,0,0,276,0,0,0,0,0,0,0,333,1,10,10,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,-1.9,-2.5,95,101215,0,0,256,0,0,0,0,0,0,0,290,1,6,6,9333,2100,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,9:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-0.5,-3,81,101134,190,1299,268,56,42,51,6194,391,5596,1624,267,1,8,8,9333,2100,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,10:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,1,-3.5,70,101053,357,1415,266,175,291,101,19347,14604,11241,3428,348,1,6,6,9333,2100,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,2.4,-4,60,100971,474,1415,271,254,372,129,28388,23707,14502,4692,110,1,6,6,9333,2100,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,12:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,3.8,-2.6,61,100896,532,1415,273,327,572,111,37456,34874,12787,4476,70,1.7,4,4,9333,2100,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,13:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,5.3,-1.3,62,100821,528,1415,281,320,559,111,36708,33899,12817,4472,69,2.3,4,4,9333,2100,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,6.7,0.1,63,100746,461,1415,293,243,356,127,27097,21969,14176,4559,250,3,6,6,9333,2100,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,15:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,7.2,1,65,100727,337,1415,293,167,332,88,18589,14255,9818,3043,257,2.3,5,5,9333,2100,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,16:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,7.8,1.9,66,100708,163,1415,297,56,95,45,6141,0,4947,1412,39,1.7,5,5,9333,2100,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,8.3,2.8,68,100688,0,1095,302,0,0,0,0,0,0,0,200,1,6,6,9333,2100,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,18:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,7.1,2.7,74,100700,0,0,297,0,0,0,0,0,0,0,217,0.7,6,6,9333,2100,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,19:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,5.9,2.6,79,100711,0,0,295,0,0,0,0,0,0,0,244,0.3,7,7,9333,2100,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9*9*9,4.7,2.5,86,100723,0,0,287,0,0,0,0,0,0,0,334,0,6,6,9333,2100,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,21:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,4.2,1.9,85,100758,0,0,292,0,0,0,0,0,0,0,37,0,8,8,9333,2100,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,22:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,3.7,1.2,84,100794,0,0,289,0,0,0,0,0,0,0,291,0,8,8,9333,2100,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9*9?9*9?9*9*9*9*9,3.2,0.6,83,100830,0,0,279,0,0,0,0,0,0,0,261,0,6,6,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,24:00:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,2.5,0.2,85,100944,0,0,283,0,0,0,0,0,0,0,335,0,8,8,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,1:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,1.8,-0.2,86,101059,0,0,280,0,0,0,0,0,0,0,131,0,8,8,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9*9?9*9?9*9*9*9*9,1.2,-1.5,81,100894,0,0,269,0,0,0,0,0,0,0,36,0,6,6,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,3:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,0.7,-1.7,82,100896,0,0,274,0,0,0,0,0,0,0,304,0.2,8,8,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,4:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,0.3,-2,83,100897,0,0,272,0,0,0,0,0,0,0,18,0.3,8,8,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,5:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-0.2,-2.2,85,100899,0,0,270,0,0,0,0,0,0,0,293,0.5,8,8,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,6:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-0.7,-2.4,86,100900,0,0,268,0,0,0,0,0,0,0,235,0.7,8,8,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,7:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-1.1,-2.7,88,100902,0,0,272,0,0,0,0,0,0,0,75,0.8,9,9,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,-1.6,-2.9,90,100903,0,0,257,0,0,0,0,0,0,0,140,1,6,6,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,9:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,0.1,-2.4,81,100899,190,1301,271,57,33,52,6210,333,5746,1656,50,1,8,8,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,10:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,1.7,-2,75,100895,358,1415,273,164,230,105,18031,11776,11631,3512,72,1,7,7,9333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,3.4,-1.5,69,100890,476,1415,277,254,344,138,28245,22524,15444,4910,340,1,6,6,4000,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,12:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,7.2,-0.8,56,100867,535,1415,287,334,611,103,38570,35909,11905,4225,127,1,3,3,6000,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,13:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,11,-0.1,46,100843,531,1415,300,336,678,81,39476,36300,9567,3482,167,1,2,2,8000,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,14:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9*9*9,14.8,0.6,38,100820,464,1415,307,280,617,78,32567,30238,9058,3196,110,1,0,0,8000,240,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,15:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,14,1.2,42,100840,340,1415,311,181,467,68,20534,16914,7787,2560,197,1,1,1,8000,240,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,16:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,13.1,1.9,46,100861,167,1415,312,62,175,42,6871,0,4605,1354,325,1,2,2,8000,240,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,12.3,2.5,51,100882,0,1119,345,0,0,0,0,0,0,0,360,1,10,10,8000,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,18:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,9.1,1.7,60,100926,0,0,300,0,0,0,0,0,0,0,186,1,4,4,7333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,19:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,6,0.9,70,100970,0,0,291,0,0,0,0,0,0,0,347,1,6,6,4666,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,2.8,0.1,82,101013,0,0,299,0,0,0,0,0,0,0,290,1,10,10,2000,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,21:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,1.8,-0.6,84,101013,0,0,280,0,0,0,0,0,0,0,65,1,8,8,2000,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,22:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,0.9,-1.2,85,101013,0,0,275,0,0,0,0,0,0,0,204,1,8,8,2000,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,-0.1,-1.9,86,101012,0,0,263,0,0,0,0,0,0,0,290,1,6,6,2000,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,24:00:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,-0.6,-2.2,87,100993,0,0,274,0,0,0,0,0,0,0,185,1,9,9,2000,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,1:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,-1,-2.6,88,100973,0,0,272,0,0,0,0,0,0,0,102,1,9,9,2000,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,-1.5,-2.9,89,100953,0,0,257,0,0,0,0,0,0,0,290,1,6,6,2000,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,3:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,-1.9,-3.3,89,100937,0,0,268,0,0,0,0,0,0,0,149,1,9,9,4666,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,4:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,-2.2,-3.6,89,100922,0,0,266,0,0,0,0,0,0,0,185,1,9,9,7333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,-2.6,-4,89,100906,0,0,252,0,0,0,0,0,0,0,250,1,6,6,7333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,6:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-2.7,-4,89,100876,0,0,264,0,0,0,0,0,0,0,233,1,9,9,7333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,7:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-2.7,-4,90,100846,0,0,264,0,0,0,0,0,0,0,111,1,9,9,7333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,-2.8,-4,90,100816,0,0,251,0,0,0,0,0,0,0,270,1,6,6,7333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,9:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-1.5,-2.5,92,100767,191,1305,270,35,0,35,3443,0,3467,1261,220,1,9,9,7333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,10:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-0.2,-0.9,94,100717,360,1415,285,76,0,76,7550,0,7607,2836,289,1,10,10,7333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9*9,1.1,0.6,96,100668,478,1415,270,254,376,127,28477,23389,14322,4671,340,1,6,6,7333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,12:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,4.6,1.3,80,100652,537,1415,288,257,244,164,28581,17590,18343,5882,284,1.3,7,7,7333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,13:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,8,2.1,66,100637,533,1415,298,314,508,123,35737,31612,13986,4819,150,1.7,5,5,7333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,11.5,2.8,55,100621,468,1415,316,246,408,111,27794,23296,12590,4207,340,2,6,6,7333,3600,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,15:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,11.7,3.4,57,100708,344,1415,313,179,424,76,20156,16269,8568,2773,296,1.7,4,4,7333,3600,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,16:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,11.8,4.1,59,100794,171,1415,314,62,162,43,6883,0,4734,1392,298,1.3,4,4,7333,3600,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,12,4.7,61,100880,0,1144,321,0,0,0,0,0,0,0,290,1,6,6,7333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,18:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,9.3,3.7,68,100960,0,0,305,0,0,0,0,0,0,0,75,1,5,5,7333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,19:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,6.7,2.8,76,101040,0,0,299,0,0,0,0,0,0,0,144,1,7,7,7333,77777,9,'999999999,0,0.084,0,88,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
